"sampleobscore_id";"category_key"
33176;"Per-/poly-fluorinated compounds (PFASs)"
32882;"Steroid/Sex hormones"
33223;"Per-/poly-fluorinated compounds (PFASs)"
33455;"Metals"
32734;"UV-filters (benzophenones)"
33008;"Pesticides"
32687;"Pesticides"
32802;"Anilines and MOCA"
32807;"UV-filters (benzophenones)"
32967;"Polycyclic Aromatic Hydrocarbons (PAHs)"
32794;"Pesticides"
32794;"Anilines and MOCA"
32792;"Anilines and MOCA"
32792;"Pesticides"
32812;"Polycyclic Aromatic Hydrocarbons (PAHs)"
32813;"Polycyclic Aromatic Hydrocarbons (PAHs)"
32684;"Polycyclic Aromatic Hydrocarbons (PAHs)"
32803;"Polycyclic Aromatic Hydrocarbons (PAHs)"
32815;"Pesticides (pyrethroids)"
32805;"Anilines and MOCA"
33456;"Blood and blood composition"
33459;"Metals"
33454;"Metals"
32741;"Polycyclic Aromatic Hydrocarbons (PAHs)"
33471;"Flame retardants"
33350;"Flame retardants"
33444;"Inflammation and immunity"
33444;"Cytokines"
33428;"Pesticides"
33428;"Organochlorine compounds (OCs)"
33478;"Pesticides"
33314;"Mycotoxins"
33463;"Property of soil"
33358;"Flame retardants"
33047;"Pesticides"
32685;"Metals"
32973;"Pesticides"
33352;"Care products"
33474;"Care products"
33476;"Pesticides"
33477;"Blood Lipids and lipid transport proteins"
33336;"Thyroid hormones"
33450;"Steroid/Sex hormones"
33465;"Thyroid hormones"
33464;"Thyroid hormones"
33445;"Mycotoxins"
33443;"Volatile Organic Compounds (VOCs)"
33446;"Mycotoxins"
33404;"Mycotoxins"
32966;"Polycyclic Aromatic Hydrocarbons (PAHs)"
32635;"Anilines and MOCA"
32750;"Anilines and MOCA"
32751;"Phthalates"
32785;"Polycyclic Aromatic Hydrocarbons (PAHs)"
32787;"Polycyclic Aromatic Hydrocarbons (PAHs)"
32789;"Polycyclic Aromatic Hydrocarbons (PAHs)"
32786;"Polycyclic Aromatic Hydrocarbons (PAHs)"
32759;"Anilines and MOCA"
32623;"Anilines and MOCA"
33490;"Mycotoxins"
33483;"Metals"
33486;"Property of urine"
33489;"Property of urine"
33487;"Metals"
33475;"Vitamins"
33493;"Vitamins"
33481;"Vitamins"
33469;"Vitamins"
33492;"Vitamins"
33473;"Metals"
33427;"Pesticides"
33457;"Mycotoxins"
33482;"Mycotoxins"
33495;"Mycotoxins"
33496;"Mycotoxins"
33494;"Metals"
