"sampleobsprop_id";"projectname";"unit_key";"sampletype_key";"stakeholder_key"
59651;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59651;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59651;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59651;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59653;"HBM4EU Aligned studies";"µg/mL";"blood serum";"Parc"
59653;"HBM4EU Aligned studies";"µg/mL";"blood serum";"Parc"
59653;"HBM4EU Aligned studies";"µg/mL";"blood plasma";"Parc"
59653;"HBM4EU Aligned studies";"µg/mL";"blood plasma";"Parc"
59654;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59654;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59654;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
59654;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
59654;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
59654;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
59654;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59654;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59654;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59654;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59654;"Parc dummy project";"µg/L";;"Parc"
59657;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
59657;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
59665;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59665;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59680;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59680;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59684;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59684;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59684;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59684;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59684;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59684;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59685;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
59685;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
59685;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59685;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59687;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59687;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59692;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59692;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59692;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59692;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59708;"HBM4EU Aligned studies";"g/L";"blood plasma";"Parc"
59708;"HBM4EU Aligned studies";"g/L";"blood plasma";"Parc"
59709;"HBM4EU Aligned studies";"µg/mL";"blood plasma";"Parc"
59709;"HBM4EU Aligned studies";"µg/mL";"blood plasma";"Parc"
59710;"HBM4EU Aligned studies";"g/L";"blood plasma";"Parc"
59710;"HBM4EU Aligned studies";"g/L";"blood plasma";"Parc"
59717;"Parc dummy project";"µg/L";;"Parc"
59721;"Parc dummy project";"µg/L";;"Parc"
59725;"Parc dummy project";"µg/L";;"Parc"
59748;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59748;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59754;"ZWPFASPhase2";"amount/µL";"blood-whole blood";"FHBM"
59754;"ZWPFASPhase2";"amount/µL";"blood-whole blood";"FHBM"
59755;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
59755;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
59773;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59773;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59777;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59777;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59780;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59780;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59780;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59780;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59784;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59784;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59784;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59784;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59786;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59786;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59787;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59787;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59788;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59788;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59791;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59791;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59791;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59791;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59792;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59792;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59798;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59798;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59798;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59798;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59798;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59798;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59798;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59798;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59798;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59798;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59800;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59800;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59800;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59800;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59800;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59800;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59800;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59800;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59800;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
59800;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
59800;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59800;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59800;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
59800;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
59803;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59803;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59803;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59803;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59803;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59803;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59803;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59803;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59803;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59803;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59808;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59808;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59808;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59808;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59808;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59808;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59808;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59808;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59808;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59808;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59814;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59814;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59814;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59814;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59814;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59814;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59814;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
59814;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
59814;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59814;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59814;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59814;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59814;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
59814;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
59815;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59815;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59815;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59815;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59815;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59815;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59815;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59815;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59815;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59815;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59819;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59819;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59819;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59819;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59819;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59819;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59819;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59819;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59819;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59819;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59826;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59826;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59826;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
59826;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
59826;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59826;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59826;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59826;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59826;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59826;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59828;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59828;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59828;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59828;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59828;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59828;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59834;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59834;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59838;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59838;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59841;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59841;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59846;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59846;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59846;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59846;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59848;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59848;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59851;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59851;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59860;"HBM4EU Aligned studies";"ng/mL";"blood serum";"Parc"
59860;"HBM4EU Aligned studies";"ng/mL";"blood serum";"Parc"
59872;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59872;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59872;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59872;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
59872;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59872;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59872;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59872;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59872;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59872;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59875;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59875;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59878;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
59878;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
59882;"flehs4";"amount/µL";"blood-whole blood";"FHBM"
59882;"flehs4";"amount/µL";"blood-whole blood";"FHBM"
59917;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59917;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59922;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59922;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59928;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59928;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59930;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59930;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59936;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59936;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
59936;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59936;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
59950;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59950;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59965;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59965;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
59965;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59965;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59965;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
59965;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
59974;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
59974;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
59976;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
59976;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
59978;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
59978;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
59980;"Parc dummy project";"µg/L";;"Parc"
59982;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59982;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
59997;"ZWPFASPhase2";"mg/dL";"blood serum";"FHBM"
59997;"ZWPFASPhase2";"mg/dL";"blood serum";"FHBM"
59997;"HBM4EU Aligned studies";"mg/dL";"blood plasma";"Parc"
59997;"HBM4EU Aligned studies";"mg/dL";"blood plasma";"Parc"
59997;"HBM4EU Aligned studies";"mg/dL";"blood-whole blood";"Parc"
59997;"HBM4EU Aligned studies";"mg/dL";"blood-whole blood";"Parc"
59997;"HBM4EU Aligned studies";"mg/dL";"blood serum";"Parc"
59997;"HBM4EU Aligned studies";"mg/dL";"blood serum";"Parc"
60005;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60005;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60005;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60005;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60006;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60006;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60006;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60006;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60006;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60006;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60015;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60015;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60026;"ZWPFASPhase2";"mg/L";"blood serum";"FHBM"
60026;"ZWPFASPhase2";"mg/L";"blood serum";"FHBM"
60046;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
60046;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
60046;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60046;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60046;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60046;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60064;"ZWPFASPhase2";"mg/L";"blood serum";"FHBM"
60064;"ZWPFASPhase2";"mg/L";"blood serum";"FHBM"
60078;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60078;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60078;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
60078;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
60078;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60078;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60078;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60078;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60102;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60102;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60104;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60104;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60104;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60104;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60109;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60109;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60109;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60109;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60137;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60137;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60137;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60137;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60150;"Parc dummy project";"µg/L";;"Parc"
60176;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60176;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60176;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60176;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60194;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60194;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60198;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60198;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60202;"ZWPFASPhase2";"pg/mL";"blood serum";"FHBM"
60202;"ZWPFASPhase2";"pg/mL";"blood serum";"FHBM"
60202;"HBM4EU Aligned studies";"pg/mL";"blood serum";"Parc"
60202;"HBM4EU Aligned studies";"pg/mL";"blood serum";"Parc"
60208;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60208;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60213;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60213;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60213;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60213;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60222;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60222;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60222;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60222;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60222;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60222;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60233;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60233;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60242;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60242;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60242;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60242;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60247;"ZWPFASPhase2";"amount/µL";"blood-whole blood";"FHBM"
60247;"ZWPFASPhase2";"amount/µL";"blood-whole blood";"FHBM"
60248;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
60248;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
60249;"ZWPFASPhase2";"milj/µL";"blood-whole blood";"FHBM"
60249;"ZWPFASPhase2";"milj/µL";"blood-whole blood";"FHBM"
60256;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60256;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60256;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60256;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60266;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60266;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60300;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60300;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60303;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60303;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60321;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60321;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60321;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60321;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60321;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60321;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60321;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
60321;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
60331;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60331;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60331;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60331;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60331;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60331;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
60342;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60342;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60345;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60345;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60355;"Parc dummy project";"µg/L";;"Parc"
60357;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
60357;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
60358;"ZWPFASPhase2";"index %";"blood serum";"FHBM"
60358;"ZWPFASPhase2";"index %";"blood serum";"FHBM"
60359;"HBM4EU Aligned studies";"IU/L";"blood serum";"Parc"
60359;"HBM4EU Aligned studies";"IU/L";"blood serum";"Parc"
60359;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
60359;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
60360;"HBM4EU Aligned studies";"ng/dL";"blood serum";"Parc"
60360;"HBM4EU Aligned studies";"ng/dL";"blood serum";"Parc"
60360;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
60360;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
60361;"HBM4EU Aligned studies";"ng/dL";"blood serum";"Parc"
60361;"HBM4EU Aligned studies";"ng/dL";"blood serum";"Parc"
60361;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
60361;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
60366;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60366;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60366;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
60366;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
60369;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
60369;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
60374;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60374;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
60374;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60374;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60374;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60374;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60374;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60374;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60375;"HBM4EU Aligned studies";"mg/dL";"blood serum";"Parc"
60375;"HBM4EU Aligned studies";"mg/dL";"blood serum";"Parc"
60378;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
60378;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
60379;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
60379;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
60382;"ZWPFASPhase2";"g/dL";"blood-whole blood";"FHBM"
60382;"ZWPFASPhase2";"g/dL";"blood-whole blood";"FHBM"
60383;"ZWPFASPhase2";"mmol/mol";"blood-whole blood";"FHBM"
60383;"ZWPFASPhase2";"mmol/mol";"blood-whole blood";"FHBM"
60384;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
60384;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
60389;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60389;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60393;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60393;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60393;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60393;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60393;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60393;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
60397;"Parc dummy project";"µg/L";;"Parc"
60397;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
60397;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
60397;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60397;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
60397;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60397;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
60397;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
