"sampleobsprop_id";"projectname";"unit_key";"sampletype_key";"stakeholder_key"
61999;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
61999;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
61999;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
61999;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62001;"HBM4EU Aligned studies";"µg/mL";"blood serum";"Parc"
62001;"HBM4EU Aligned studies";"µg/mL";"blood serum";"Parc"
62001;"HBM4EU Aligned studies";"µg/mL";"blood plasma";"Parc"
62001;"HBM4EU Aligned studies";"µg/mL";"blood plasma";"Parc"
62002;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62002;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62002;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
62002;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
62002;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62002;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62002;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62002;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62002;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62002;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62002;"Parc dummy project";"µg/L";;"Parc"
62005;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
62005;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
62013;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62013;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62028;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62028;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62032;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62032;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62032;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62032;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62032;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62032;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62033;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
62033;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
62033;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62033;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62035;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62035;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62040;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62040;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62040;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62040;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62056;"HBM4EU Aligned studies";"g/L";"blood plasma";"Parc"
62056;"HBM4EU Aligned studies";"g/L";"blood plasma";"Parc"
62057;"HBM4EU Aligned studies";"µg/mL";"blood plasma";"Parc"
62057;"HBM4EU Aligned studies";"µg/mL";"blood plasma";"Parc"
62058;"HBM4EU Aligned studies";"g/L";"blood plasma";"Parc"
62058;"HBM4EU Aligned studies";"g/L";"blood plasma";"Parc"
62065;"Parc dummy project";"µg/L";;"Parc"
62069;"Parc dummy project";"µg/L";;"Parc"
62073;"Parc dummy project";"µg/L";;"Parc"
62096;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62096;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62102;"ZWPFASPhase2";"amount/µL";"blood-whole blood";"FHBM"
62102;"ZWPFASPhase2";"amount/µL";"blood-whole blood";"FHBM"
62103;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62103;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62121;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62121;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62125;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62125;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62128;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62128;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62128;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62128;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62132;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62132;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62132;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62132;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62134;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62134;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62135;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62135;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62136;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62136;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62139;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62139;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62139;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62139;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62140;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62140;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62146;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62146;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62146;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62146;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62146;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62146;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62146;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62146;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62146;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62146;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62148;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62148;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62148;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62148;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62148;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62148;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62148;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62148;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62148;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
62148;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
62148;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62148;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62148;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62148;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62151;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62151;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62151;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62151;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62151;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62151;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62151;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62151;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62151;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62151;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62156;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62156;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62156;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62156;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62156;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62156;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62156;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62156;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62156;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62156;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62162;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62162;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62162;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62162;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62162;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62162;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62162;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
62162;"HBM4EU Aligned studies";"µg/L";"blood plasma";"Parc"
62162;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62162;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62162;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62162;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62162;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62162;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62163;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62163;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62163;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62163;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62163;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62163;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62163;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62163;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62163;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62163;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62167;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62167;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62167;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62167;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62167;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62167;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62167;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62167;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62167;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62167;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62174;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62174;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62174;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62174;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62174;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62174;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62174;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62174;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62174;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62174;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62176;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62176;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62176;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62176;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62176;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62176;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62182;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62182;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62186;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62186;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62189;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62189;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62194;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62194;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62194;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62194;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62196;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62196;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62199;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62199;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62208;"HBM4EU Aligned studies";"ng/mL";"blood serum";"Parc"
62208;"HBM4EU Aligned studies";"ng/mL";"blood serum";"Parc"
62220;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62220;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62220;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62220;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62220;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62220;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62220;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62220;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62220;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62220;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62223;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62223;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62226;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
62226;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
62265;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62265;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62270;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62270;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62276;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62276;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62278;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62278;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62284;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62284;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62284;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62284;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62298;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62298;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62313;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62313;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62313;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62313;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62313;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
62313;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
62322;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62322;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62324;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62324;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62326;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62326;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62328;"Parc dummy project";"µg/L";;"Parc"
62330;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62330;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62345;"ZWPFASPhase2";"mg/dL";"blood serum";"FHBM"
62345;"ZWPFASPhase2";"mg/dL";"blood serum";"FHBM"
62345;"HBM4EU Aligned studies";"mg/dL";"blood plasma";"Parc"
62345;"HBM4EU Aligned studies";"mg/dL";"blood plasma";"Parc"
62345;"HBM4EU Aligned studies";"mg/dL";"blood-whole blood";"Parc"
62345;"HBM4EU Aligned studies";"mg/dL";"blood-whole blood";"Parc"
62345;"HBM4EU Aligned studies";"mg/dL";"blood serum";"Parc"
62345;"HBM4EU Aligned studies";"mg/dL";"blood serum";"Parc"
62353;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62353;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62353;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62353;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62354;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62354;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62354;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62354;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62354;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62354;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62363;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62363;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62374;"ZWPFASPhase2";"mg/L";"blood serum";"FHBM"
62374;"ZWPFASPhase2";"mg/L";"blood serum";"FHBM"
62394;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
62394;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
62394;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62394;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62394;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62394;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62412;"ZWPFASPhase2";"mg/L";"blood serum";"FHBM"
62412;"ZWPFASPhase2";"mg/L";"blood serum";"FHBM"
62426;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62426;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62426;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62426;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62426;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62426;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62426;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62426;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62450;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62450;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62452;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62452;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62452;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62452;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62457;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62457;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62457;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62457;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62485;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62485;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62485;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62485;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62498;"Parc dummy project";"µg/L";;"Parc"
62524;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62524;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62524;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62524;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62542;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62542;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62546;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62546;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62550;"ZWPFASPhase2";"pg/mL";"blood serum";"FHBM"
62550;"ZWPFASPhase2";"pg/mL";"blood serum";"FHBM"
62550;"HBM4EU Aligned studies";"pg/mL";"blood serum";"Parc"
62550;"HBM4EU Aligned studies";"pg/mL";"blood serum";"Parc"
62556;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62556;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62561;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62561;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62561;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62561;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62570;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62570;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62570;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62570;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62570;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62570;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62581;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62581;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62590;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62590;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62590;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62590;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62595;"ZWPFASPhase2";"amount/µL";"blood-whole blood";"FHBM"
62595;"ZWPFASPhase2";"amount/µL";"blood-whole blood";"FHBM"
62596;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62596;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62597;"ZWPFASPhase2";"milj/µL";"blood-whole blood";"FHBM"
62597;"ZWPFASPhase2";"milj/µL";"blood-whole blood";"FHBM"
62604;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62604;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62604;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62604;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62614;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62614;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62648;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62648;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62651;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62651;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62669;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62669;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62669;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62669;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62669;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62669;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62669;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62669;"HBM4EU Existing studies";"µg/L";"blood plasma";"Parc"
62679;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62679;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62679;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62679;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62679;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62679;"ZWPFASPhase2";"µg/L";"blood serum";"FHBM"
62690;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62690;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62693;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62693;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62703;"Parc dummy project";"µg/L";;"Parc"
62705;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
62705;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
62706;"ZWPFASPhase2";"index %";"blood serum";"FHBM"
62706;"ZWPFASPhase2";"index %";"blood serum";"FHBM"
62707;"HBM4EU Aligned studies";"IU/L";"blood serum";"Parc"
62707;"HBM4EU Aligned studies";"IU/L";"blood serum";"Parc"
62707;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
62707;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
62708;"HBM4EU Aligned studies";"ng/dL";"blood serum";"Parc"
62708;"HBM4EU Aligned studies";"ng/dL";"blood serum";"Parc"
62708;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
62708;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
62709;"HBM4EU Aligned studies";"ng/dL";"blood serum";"Parc"
62709;"HBM4EU Aligned studies";"ng/dL";"blood serum";"Parc"
62709;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
62709;"ZWPFASPhase2";"ng/dL";"blood serum";"FHBM"
62714;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62714;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62714;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
62714;"HBM4EU Existing studies";"µg/L";"blood-whole blood";"Parc"
62717;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
62717;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
62722;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62722;"Parc Mixtures project";"µg/L";"blood-whole blood";"Parc"
62722;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62722;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62722;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62722;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62722;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62722;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62723;"HBM4EU Aligned studies";"mg/dL";"blood serum";"Parc"
62723;"HBM4EU Aligned studies";"mg/dL";"blood serum";"Parc"
62726;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
62726;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
62727;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
62727;"ZWPFASPhase2";"IU/L";"blood serum";"FHBM"
62730;"ZWPFASPhase2";"g/dL";"blood-whole blood";"FHBM"
62730;"ZWPFASPhase2";"g/dL";"blood-whole blood";"FHBM"
62731;"ZWPFASPhase2";"mmol/mol";"blood-whole blood";"FHBM"
62731;"ZWPFASPhase2";"mmol/mol";"blood-whole blood";"FHBM"
62732;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62732;"ZWPFASPhase2";"%";"blood-whole blood";"FHBM"
62737;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62737;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62741;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62741;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62741;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62741;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62741;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62741;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62745;"Parc dummy project";"µg/L";;"Parc"
62745;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62745;"HBM4EU Aligned studies";"µg/L";"blood serum";"Parc"
62745;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62745;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
62745;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62745;"Parc Mixtures project";"µg/L";"blood serum";"Parc"
62745;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62745;"Parc Mixtures project";"µg/L";"blood plasma";"Parc"
62747;"HBM4EU Existing studies";"µg/L";"blood serum";"Parc"
