"URI","Label","Definition","Notation","Status","AcceptedDate"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC324","Veterinary technicians and assistants","","OC324","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3240","Veterinary technicians and assistants","","OC3240","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC325","Other health associate professionals","","OC325","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3251","Dental assistants and therapists","","OC3251","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3252","Medical records and health information technicians","","OC3252","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3253","Community health workers","","OC3253","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3254","Dispensing opticians","","OC3254","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3255","Physiotherapy technicians and assistants","","OC3255","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3256","Medical assistants","","OC3256","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3257","Environmental and occupational health inspectors and associates","","OC3257","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3258","Ambulance workers","","OC3258","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3259","Health associate professionals not elsewhere classified","","OC3259","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC33","Business and administration associate professionals","","OC33","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC331","Financial and mathematical associate professionals","","OC331","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3311","Securities and finance dealers and brokers","","OC3311","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3312","Credit and loans officers","","OC3312","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3313","Accounting associate professionals","","OC3313","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3314","Statistical, mathematical and related associate professionals","","OC3314","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3315","Valuers and loss assessors","","OC3315","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC332","Sales and purchasing agents and brokers","","OC332","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3321","Insurance representatives","","OC3321","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3322","Commercial sales representatives","","OC3322","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3323","Buyers","","OC3323","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3324","Trade brokers","","OC3324","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC333","Business services agents","","OC333","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3331","Clearing and forwarding agents","","OC3331","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3332","Conference and event planners","","OC3332","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3333","Employment agents and contractors","","OC3333","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3334","Real estate agents and property managers","","OC3334","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3339","Business services agents not elsewhere classified","","OC3339","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC334","Administrative and specialised secretaries","","OC334","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3341","Office supervisors","","OC3341","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3342","Legal secretaries","","OC3342","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3343","Administrative and executive secretaries","","OC3343","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3344","Medical secretaries","","OC3344","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC335","Regulatory government associate professionals","","OC335","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3351","Customs and border inspectors","","OC3351","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3352","Government tax and excise officials","","OC3352","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3353","Government social benefits officials","","OC3353","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3354","Government licensing officials","","OC3354","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3355","Police inspectors and detectives","","OC3355","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3359","Regulatory government associate professionals not elsewhere classified","","OC3359","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC34","Legal, social, cultural and related associate professionals","","OC34","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC341","Legal, social and religious associate professionals","","OC341","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3411","Legal and related associate professionals","","OC3411","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3412","Social work associate professionals","","OC3412","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3413","Religious associate professionals","","OC3413","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC342","Sports and fitness workers","","OC342","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3421","Athletes and sports players","","OC3421","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3422","Sports coaches, instructors and officials","","OC3422","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3423","Fitness and recreation instructors and program leaders","","OC3423","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC343","Artistic, cultural and culinary associate professionals","","OC343","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3431","Photographers","","OC3431","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3432","Interior designers and decorators","","OC3432","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3433","Gallery, museum and library technicians","","OC3433","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3434","Chefs","","OC3434","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3435","Other artistic and cultural associate professionals","","OC3435","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC35","Information and communications technicians","","OC35","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC351","Information and communications technology operations and user support technicians","","OC351","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3511","Information and communications technology operations technicians","","OC3511","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3512","Information and communications technology user support technicians","","OC3512","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3513","Computer network and systems technicians","","OC3513","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3514","Web technicians","","OC3514","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC352","Telecommunications and broadcasting technicians","","OC352","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3521","Broadcasting and audio-visual technicians","","OC3521","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC3522","Telecommunications engineering technicians","","OC3522","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4_5","Clerical support workers, service and sales workers","","OC4_5","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4","Clerical support workers","","OC4","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC41","General and keyboard clerks","","OC41","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC411","General office clerks","","OC411","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4110","General office clerks","","OC4110","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC412","Secretaries (general)","","OC412","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4120","Secretaries (general)","","OC4120","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC413","Keyboard operators","","OC413","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4131","Typists and word processing operators","","OC4131","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4132","Data entry clerks","","OC4132","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC42","Customer services clerks","","OC42","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC421","Tellers, money collectors and related clerks","","OC421","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4211","Bank tellers and related clerks","","OC4211","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4212","Bookmakers, croupiers and related gaming workers","","OC4212","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4213","Pawnbrokers and money-lenders","","OC4213","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4214","Debt-collectors and related workers","","OC4214","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC422","Client information workers","","OC422","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4221","Travel consultants and clerks","","OC4221","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4222","Contact centre information clerks","","OC4222","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4223","Telephone switchboard operators","","OC4223","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4224","Hotel receptionists","","OC4224","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4225","Enquiry clerks","","OC4225","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4226","Receptionists (general)","","OC4226","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4227","Survey and market research interviewers","","OC4227","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4229","Client information workers not elsewhere classified","","OC4229","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC43","Numerical and material recording clerks","","OC43","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC431","Numerical clerks","","OC431","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4311","Accounting and bookkeeping clerks","","OC4311","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4312","Statistical, finance and insurance clerks","","OC4312","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4313","Payroll clerks","","OC4313","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC432","Material-recording and transport clerks","","OC432","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4321","Stock clerks","","OC4321","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4322","Production clerks","","OC4322","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4323","Transport clerks","","OC4323","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC44","Other clerical support workers","","OC44","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC441","Other clerical support workers","","OC441","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4411","Library clerks","","OC4411","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4412","Mail carriers and sorting clerks","","OC4412","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4413","Coding, proof-reading and related clerks","","OC4413","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4414","Scribes and related workers","","OC4414","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4415","Filing and copying clerks","","OC4415","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4416","Personnel clerks","","OC4416","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC4419","Clerical support workers not elsewhere classified","","OC4419","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5","Service and sales workers","","OC5","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC51","Personal service workers","","OC51","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC511","Travel attendants, conductors and guides","","OC511","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5111","Travel attendants and travel stewards","","OC5111","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5112","Transport conductors","","OC5112","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5113","Travel guides","","OC5113","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC512","Cooks","","OC512","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5120","Cooks","","OC5120","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC513","Waiters and bartenders","","OC513","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5131","Waiters","","OC5131","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5132","Bartenders","","OC5132","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC514","Hairdressers, beauticians and related workers","","OC514","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5141","Hairdressers","","OC5141","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5142","Beauticians and related workers","","OC5142","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC515","Building and housekeeping supervisors","","OC515","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5151","Cleaning and housekeeping supervisors in offices, hotels and other establishments","","OC5151","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5152","Domestic housekeepers","","OC5152","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5153","Building caretakers","","OC5153","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC516","Other personal services workers","","OC516","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5161","Astrologers, fortune-tellers and related workers","","OC5161","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5162","Companions and valets","","OC5162","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5163","Undertakers and embalmers","","OC5163","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5164","Pet groomers and animal care workers","","OC5164","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5165","Driving instructors","","OC5165","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5169","Personal services workers not elsewhere classified","","OC5169","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC52","Sales workers","","OC52","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC521","Street and market salespersons","","OC521","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5211","Stall and market salespersons","","OC5211","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5212","Street food salespersons","","OC5212","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC522","Shop salespersons","","OC522","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5221","Shop keepers","","OC5221","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5222","Shop supervisors","","OC5222","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5223","Shop sales assistants","","OC5223","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC523","Cashiers and ticket clerks","","OC523","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5230","Cashiers and ticket clerks","","OC5230","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC524","Other sales workers","","OC524","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5241","Fashion and other models","","OC5241","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5242","Sales demonstrators","","OC5242","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5243","Door to door salespersons","","OC5243","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5244","Contact centre salespersons","","OC5244","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5245","Service station attendants","","OC5245","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5246","Food service counter attendants","","OC5246","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5249","Sales workers not elsewhere classified","","OC5249","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC53","Personal care workers","","OC53","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC531","Child care workers and teachers' aides","","OC531","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5311","Child care workers","","OC5311","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5312","Teachers' aides","","OC5312","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC532","Personal care workers in health services","","OC532","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5321","Health care assistants","","OC5321","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5322","Home-based personal care workers","","OC5322","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5329","Personal care workers in health services not elsewhere classified","","OC5329","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC54","Protective services workers","","OC54","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC541","Protective services workers","","OC541","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5411","Fire-fighters","","OC5411","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5412","Police officers","","OC5412","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5413","Prison guards","","OC5413","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5414","Security guards","","OC5414","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC5419","Protective services workers not elsewhere classified","","OC5419","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6-8","Skilled manual workers","","OC6-8","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6","Skilled agricultural, forestry and fishery workers","","OC6","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC61","Market-oriented skilled agricultural workers","","OC61","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC611","Market gardeners and crop growers","","OC611","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6111","Field crop and vegetable growers","","OC6111","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6112","Tree and shrub crop growers","","OC6112","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6113","Gardeners, horticultural and nursery growers","","OC6113","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6114","Mixed crop growers","","OC6114","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC612","Animal producers","","OC612","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6121","Livestock and dairy producers","","OC6121","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6122","Poultry producers","","OC6122","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6123","Apiarists and sericulturists","","OC6123","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6129","Animal producers not elsewhere classified","","OC6129","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC613","Mixed crop and animal producers","","OC613","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6130","Mixed crop and animal producers","","OC6130","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC62","Market-oriented skilled forestry, fishery and hunting workers","","OC62","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC621","Forestry and related workers","","OC621","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6210","Forestry and related workers","","OC6210","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC622","Fishery workers, hunters and trappers","","OC622","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6221","Aquaculture workers","","OC6221","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6222","Inland and coastal waters fishery workers","","OC6222","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6223","Deep-sea fishery workers","","OC6223","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6224","Hunters and trappers","","OC6224","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC63","Subsistence farmers, fishers, hunters and gatherers","","OC63","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC631","Subsistence crop farmers","","OC631","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6310","Subsistence crop farmers","","OC6310","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC632","Subsistence livestock farmers","","OC632","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6320","Subsistence livestock farmers","","OC6320","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC633","Subsistence mixed crop and livestock farmers","","OC633","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6330","Subsistence mixed crop and livestock farmers","","OC6330","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC634","Subsistence fishers, hunters, trappers and gatherers","","OC634","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC6340","Subsistence fishers, hunters, trappers and gatherers","","OC6340","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7-9","Manual workers","","OC7-9","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7","Craft and related trades workers","","OC7","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC71","Building and related trades workers, excluding electricians","","OC71","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC711","Building frame and related trades workers","","OC711","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7111","House builders","","OC7111","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7112","Bricklayers and related workers","","OC7112","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7113","Stonemasons, stone cutters, splitters and carvers","","OC7113","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7114","Concrete placers, concrete finishers and related workers","","OC7114","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7115","Carpenters and joiners","","OC7115","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7119","Building frame and related trades workers not elsewhere classified","","OC7119","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC712","Building finishers and related trades workers","","OC712","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7121","Roofers","","OC7121","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7122","Floor layers and tile setters","","OC7122","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7123","Plasterers","","OC7123","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7124","Insulation workers","","OC7124","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7125","Glaziers","","OC7125","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7126","Plumbers and pipe fitters","","OC7126","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7127","Air conditioning and refrigeration mechanics","","OC7127","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC713","Painters, building structure cleaners and related trades workers","","OC713","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7131","Painters and related workers","","OC7131","valid","2013-02-26"
"http://dd.eionet.europa.eu/vocabulary/eurostat/isco08/OC7132","Spray painters and varnishers","","OC7132","valid","2013-02-26"
